,customer_id,location,gender,signup_date,sale_id,product_id,timestamp,quantity,price,revenue,name,category,supplier
45,6,Abuja,Female,2021-11-02,2402,33,2021-12-21,3,18771,56313,Product_33,Electronics,Supplier D
46,6,Abuja,Female,2021-11-02,3401,95,2022-11-21,4,6126,24504,Product_95,Electronics,Supplier C
47,6,Abuja,Female,2021-11-02,3608,28,2023-02-09,1,27160,27160,Product_28,Groceries,Supplier D
48,6,Abuja,Female,2021-11-02,3882,32,2022-10-21,4,7559,30236,Product_32,Toys,Supplier A
49,6,Abuja,Female,2021-11-02,4162,6,2021-08-18,2,30720,61440,Product_6,Toys,Supplier A
50,7,Kano,Female,2020-03-01,341,26,2022-10-05,1,35650,35650,Product_26,Fashion,Supplier C
51,7,Kano,Female,2020-03-01,361,92,2021-03-15,4,49401,197604,Product_92,Groceries,Supplier A
52,7,Kano,Female,2020-03-01,422,66,2022-01-26,4,13525,54100,Product_66,Fashion,Supplier D
53,7,Kano,Female,2020-03-01,1651,65,2023-10-29,3,26529,79587,Product_65,Electronics,Supplier C
54,7,Kano,Female,2020-03-01,1983,45,2021-11-26,4,38067,152268,Product_45,Toys,Supplier A
55,7,Kano,Female,2020-03-01,2183,17,2023-12-02,2,11206,22412,Product_17,Electronics,Supplier A
56,7,Kano,Female,2020-03-01,2485,86,2021-03-10,4,28587,114348,Product_86,Fashion,Supplier C
57,7,Kano,Female,2020-03-01,3211,96,2021-02-11,2,7924,15848,Product_96,Books,Supplier B
58,7,Kano,Female,2020-03-01,3493,65,2023-05-01,3,26529,79587,Product_65,Electronics,Supplier C
59,7,Kano,Female,2020-03-01,3511,40,2022-11-01,3,21453,64359,Product_40,Groceries,Supplier B
60,7,Kano,Female,2020-03-01,3751,13,2021-08-24,4,37811,151244,Product_13,Toys,Supplier A
61,7,Kano,Female,2020-03-01,4465,12,2021-06-25,1,13487,13487,Product_12,Fashion,Supplier B
62,8,Kano,Female,2021-09-25,251,11,2021-05-04,4,7509,30036,Product_11,Electronics,Supplier D
63,8,Kano,Female,2021-09-25,1203,92,2021-11-20,3,49401,148203,Product_92,Groceries,Supplier A
64,8,Kano,Female,2021-09-25,1213,44,2022-05-01,4,24321,97284,Product_44,Books,Supplier B
65,8,Kano,Female,2021-09-25,2660,42,2021-01-31,1,49646,49646,Product_42,Groceries,Supplier A
66,8,Kano,Female,2021-09-25,3652,13,2022-12-20,3,37811,113433,Product_13,Toys,Supplier A
67,8,Kano,Female,2021-09-25,3923,24,2023-02-15,4,1935,7740,Product_24,Fashion,Supplier B
68,8,Kano,Female,2021-09-25,4187,41,2021-04-02,3,11883,35649,Product_41,Groceries,Supplier D
69,8,Kano,Female,2021-09-25,4560,17,2023-05-31,4,11206,44824,Product_17,Electronics,Supplier A
70,8,Kano,Female,2021-09-25,4638,86,2023-02-19,2,28587,57174,Product_86,Fashion,Supplier C
71,8,Kano,Female,2021-09-25,4689,43,2021-09-16,4,2853,11412,Product_43,Home,Supplier D
72,8,Kano,Female,2021-09-25,4993,20,2023-09-10,1,29757,29757,Product_20,Home,Supplier B
73,9,Kano,Male,2022-12-10,223,78,2023-09-13,4,23911,95644,Product_78,Books,Supplier D
74,9,Kano,Male,2022-12-10,257,93,2023-02-21,3,34950,104850,Product_93,Groceries,Supplier B
75,9,Kano,Male,2022-12-10,655,16,2023-06-12,2,5945,11890,Product_16,Groceries,Supplier A
76,9,Kano,Male,2022-12-10,1135,4,2023-11-02,1,10677,10677,Product_4,Electronics,Supplier C
77,9,Kano,Male,2022-12-10,1461,16,2021-08-01,1,5945,5945,Product_16,Groceries,Supplier A
78,9,Kano,Male,2022-12-10,1520,14,2021-10-27,1,32075,32075,Product_14,Electronics,Supplier C
79,9,Kano,Male,2022-12-10,2609,69,2021-11-06,2,24150,48300,Product_69,Fashion,Supplier C
80,9,Kano,Male,2022-12-10,2889,65,2022-07-01,2,26529,53058,Product_65,Electronics,Supplier C
81,9,Kano,Male,2022-12-10,3385,54,2023-07-01,4,22010,88040,Product_54,Home,Supplier A
82,9,Kano,Male,2022-12-10,3538,90,2021-02-02,2,16835,33670,Product_90,Home,Supplier D
83,9,Kano,Male,2022-12-10,3678,76,2022-04-18,1,10896,10896,Product_76,Electronics,Supplier C
84,9,Kano,Male,2022-12-10,4540,61,2021-07-26,3,29741,89223,Product_61,Toys,Supplier D
85,9,Kano,Male,2022-12-10,4838,15,2021-08-09,3,1507,4521,Product_15,Books,Supplier D
86,10,Port Harcourt,Female,2022-10-25,209,18,2022-03-09,1,48017,48017,Product_18,Toys,Supplier C
87,10,Port Harcourt,Female,2022-10-25,363,64,2022-11-29,4,12245,48980,Product_64,Fashion,Supplier C
88,10,Port Harcourt,Female,2022-10-25,770,11,2023-12-30,3,7509,22527,Product_11,Electronics,Supplier D
89,10,Port Harcourt,Female,2022-10-25,848,29,2023-02-08,3,5584,16752,Product_29,Electronics,Supplier B
90,10,Port Harcourt,Female,2022-10-25,1164,64,2022-02-14,2,12245,24490,Product_64,Fashion,Supplier C
91,10,Port Harcourt,Female,2022-10-25,1209,95,2023-12-21,3,6126,18378,Product_95,Electronics,Supplier C
92,10,Port Harcourt,Female,2022-10-25,1505,98,2021-08-09,2,45423,90846,Product_98,Groceries,Supplier B
93,10,Port Harcourt,Female,2022-10-25,1669,20,2023-05-15,1,29757,29757,Product_20,Home,Supplier B
94,10,Port Harcourt,Female,2022-10-25,1859,26,2023-09-26,2,35650,71300,Product_26,Fashion,Supplier C
95,10,Port Harcourt,Female,2022-10-25,2261,99,2022-10-26,3,20482,61446,Product_99,Fashion,Supplier B
96,10,Port Harcourt,Female,2022-10-25,3700,60,2023-09-01,1,27582,27582,Product_60,Groceries,Supplier D
97,10,Port Harcourt,Female,2022-10-25,4130,90,2022-05-27,1,16835,16835,Product_90,Home,Supplier D
98,10,Port Harcourt,Female,2022-10-25,4580,69,2021-08-30,4,24150,96600,Product_69,Fashion,Supplier C
99,10,Port Harcourt,Female,2022-10-25,4637,53,2021-02-15,2,27583,55166,Product_53,Books,Supplier C
100,11,Ibadan,Female,2021-08-26,1126,63,2021-03-03,4,45069,180276,Product_63,Home,Supplier A
101,11,Ibadan,Female,2021-08-26,1424,85,2022-04-04,3,48351,145053,Product_85,Fashion,Supplier C
102,11,Ibadan,Female,2021-08-26,2079,56,2022-08-24,3,8313,24939,Product_56,Groceries,Supplier A
103,11,Ibadan,Female,2021-08-26,2213,37,2021-09-21,3,15359,46077,Product_37,Books,Supplier A
104,11,Ibadan,Female,2021-08-26,2750,76,2022-04-20,2,10896,21792,Product_76,Electronics,Supplier C
105,11,Ibadan,Female,2021-08-26,3031,3,2022-09-10,1,33562,33562,Product_3,Toys,Supplier C
106,11,Ibadan,Female,2021-08-26,3201,3,2023-07-24,2,33562,67124,Product_3,Toys,Supplier C
107,11,Ibadan,Female,2021-08-26,3712,63,2021-05-27,1,45069,45069,Product_63,Home,Supplier A
108,11,Ibadan,Female,2021-08-26,4042,99,2021-11-04,4,20482,81928,Product_99,Fashion,Supplier B
109,12,Kano,Female,2021-11-12,1104,60,2023-05-19,1,27582,27582,Product_60,Groceries,Supplier D
110,12,Kano,Female,2021-11-12,1188,57,2021-02-11,2,32098,64196,Product_57,Toys,Supplier B
111,12,Kano,Female,2021-11-12,1462,34,2023-06-19,4,46039,184156,Product_34,Electronics,Supplier D
112,12,Kano,Female,2021-11-12,2591,24,2022-11-28,2,1935,3870,Product_24,Fashion,Supplier B
113,12,Kano,Female,2021-11-12,2813,20,2021-12-10,3,29757,89271,Product_20,Home,Supplier B
114,12,Kano,Female,2021-11-12,2930,35,2023-09-27,2,7991,15982,Product_35,Electronics,Supplier A
115,12,Kano,Female,2021-11-12,3216,57,2023-07-09,4,32098,128392,Product_57,Toys,Supplier B
116,12,Kano,Female,2021-11-12,3407,59,2021-12-30,4,28070,112280,Product_59,Home,Supplier C
117,12,Kano,Female,2021-11-12,3706,39,2023-03-30,1,9577,9577,Product_39,Fashion,Supplier A
118,12,Kano,Female,2021-11-12,4044,8,2021-10-08,2,1636,3272,Product_8,Books,Supplier C
119,12,Kano,Female,2021-11-12,4223,58,2023-03-10,3,47682,143046,Product_58,Groceries,Supplier D
120,13,Enugu,Male,2021-06-17,243,40,2023-01-31,4,21453,85812,Product_40,Groceries,Supplier B
121,13,Enugu,Male,2021-06-17,301,53,2023-08-25,3,27583,82749,Product_53,Books,Supplier C
122,13,Enugu,Male,2021-06-17,613,98,2022-01-16,4,45423,181692,Product_98,Groceries,Supplier B
123,13,Enugu,Male,2021-06-17,886,65,2022-08-19,1,26529,26529,Product_65,Electronics,Supplier C
124,13,Enugu,Male,2021-06-17,1332,97,2022-01-23,1,13357,13357,Product_97,Toys,Supplier D
125,13,Enugu,Male,2021-06-17,1360,82,2023-11-19,2,12222,24444,Product_82,Home,Supplier A
126,13,Enugu,Male,2021-06-17,2058,3,2022-11-04,3,33562,100686,Product_3,Toys,Supplier C
127,13,Enugu,Male,2021-06-17,2064,34,2022-10-10,2,46039,92078,Product_34,Electronics,Supplier D
128,13,Enugu,Male,2021-06-17,2297,28,2023-11-07,2,27160,54320,Product_28,Groceries,Supplier D
129,13,Enugu,Male,2021-06-17,3067,55,2022-01-17,2,44564,89128,Product_55,Books,Supplier A
130,13,Enugu,Male,2021-06-17,4754,1,2021-01-15,3,27088,81264,Product_1,Books,Supplier A
131,14,Port Harcourt,Female,2022-04-17,15,17,2021-02-26,1,11206,11206,Product_17,Electronics,Supplier A
132,14,Port Harcourt,Female,2022-04-17,515,80,2021-03-15,3,13761,41283,Product_80,Electronics,Supplier A
133,14,Port Harcourt,Female,2022-04-17,948,95,2023-05-30,1,6126,6126,Product_95,Electronics,Supplier C
134,14,Port Harcourt,Female,2022-04-17,1154,70,2023-02-22,3,7040,21120,Product_70,Home,Supplier A
135,14,Port Harcourt,Female,2022-04-17,1155,81,2021-02-11,4,3593,14372,Product_81,Groceries,Supplier C
136,14,Port Harcourt,Female,2022-04-17,1219,82,2021-09-10,2,12222,24444,Product_82,Home,Supplier A
137,14,Port Harcourt,Female,2022-04-17,1823,65,2023-08-08,2,26529,53058,Product_65,Electronics,Supplier C
138,14,Port Harcourt,Female,2022-04-17,2361,50,2021-04-30,2,22230,44460,Product_50,Fashion,Supplier D
139,14,Port Harcourt,Female,2022-04-17,4555,79,2022-07-19,2,47266,94532,Product_79,Fashion,Supplier C
140,15,Abuja,Female,2021-10-06,219,87,2022-11-08,3,32847,98541,Product_87,Toys,Supplier C
141,15,Abuja,Female,2021-10-06,330,86,2022-05-05,4,28587,114348,Product_86,Fashion,Supplier C
142,15,Abuja,Female,2021-10-06,871,8,2021-01-31,4,1636,6544,Product_8,Books,Supplier C
143,15,Abuja,Female,2021-10-06,3126,19,2022-11-01,3,44986,134958,Product_19,Electronics,Supplier C
144,15,Abuja,Female,2021-10-06,3312,44,2021-10-03,3,24321,72963,Product_44,Books,Supplier B
145,15,Abuja,Female,2021-10-06,3368,5,2023-05-11,3,22227,66681,Product_5,Groceries,Supplier D
146,15,Abuja,Female,2021-10-06,4072,49,2022-03-12,3,25838,77514,Product_49,Groceries,Supplier D
147,15,Abuja,Female,2021-10-06,4686,12,2021-09-20,2,13487,26974,Product_12,Fashion,Supplier B
148,15,Abuja,Female,2021-10-06,4945,81,2022-07-16,1,3593,3593,Product_81,Groceries,Supplier C
149,16,Ibadan,Male,2020-08-20,58,94,2022-03-19,2,32696,65392,Product_94,Electronics,Supplier C
150,16,Ibadan,Male,2020-08-20,180,85,2021-09-01,1,48351,48351,Product_85,Fashion,Supplier C
151,16,Ibadan,Male,2020-08-20,557,25,2022-10-05,4,33839,135356,Product_25,Books,Supplier D
152,16,Ibadan,Male,2020-08-20,735,21,2021-12-25,3,22236,66708,Product_21,Groceries,Supplier D
153,16,Ibadan,Male,2020-08-20,765,83,2022-05-18,4,22542,90168,Product_83,Fashion,Supplier B
154,16,Ibadan,Male,2020-08-20,1388,16,2021-07-09,1,5945,5945,Product_16,Groceries,Supplier A
155,16,Ibadan,Male,2020-08-20,1630,66,2023-02-24,1,13525,13525,Product_66,Fashion,Supplier D
156,16,Ibadan,Male,2020-08-20,2155,8,2023-02-24,3,1636,4908,Product_8,Books,Supplier C
157,16,Ibadan,Male,2020-08-20,2451,11,2021-04-30,4,7509,30036,Product_11,Electronics,Supplier D
158,16,Ibadan,Male,2020-08-20,2808,14,2022-09-26,2,32075,64150,Product_14,Electronics,Supplier C
159,16,Ibadan,Male,2020-08-20,3099,13,2021-11-30,4,37811,151244,Product_13,Toys,Supplier A
160,16,Ibadan,Male,2020-08-20,3145,13,2021-06-10,3,37811,113433,Product_13,Toys,Supplier A
161,16,Ibadan,Male,2020-08-20,3214,6,2023-02-24,3,30720,92160,Product_6,Toys,Supplier A
162,16,Ibadan,Male,2020-08-20,3852,54,2022-12-29,4,22010,88040,Product_54,Home,Supplier A
163,16,Ibadan,Male,2020-08-20,4081,6,2023-01-24,3,30720,92160,Product_6,Toys,Supplier A
164,16,Ibadan,Male,2020-08-20,4930,71,2021-04-28,3,32732,98196,Product_71,Toys,Supplier A
165,17,Enugu,Female,2021-06-07,946,53,2023-05-29,2,27583,55166,Product_53,Books,Supplier C
166,17,Enugu,Female,2021-06-07,1140,70,2021-06-24,2,7040,14080,Product_70,Home,Supplier A
167,17,Enugu,Female,2021-06-07,1789,18,2022-10-14,3,48017,144051,Product_18,Toys,Supplier C
168,17,Enugu,Female,2021-06-07,1797,98,2022-12-07,1,45423,45423,Product_98,Groceries,Supplier B
169,17,Enugu,Female,2021-06-07,1831,18,2021-10-23,1,48017,48017,Product_18,Toys,Supplier C
170,17,Enugu,Female,2021-06-07,1945,20,2022-09-10,4,29757,119028,Product_20,Home,Supplier B
171,17,Enugu,Female,2021-06-07,1991,38,2021-01-27,1,8573,8573,Product_38,Home,Supplier A
172,17,Enugu,Female,2021-06-07,2996,54,2021-01-01,1,22010,22010,Product_54,Home,Supplier A
173,17,Enugu,Female,2021-06-07,3186,65,2021-02-28,2,26529,53058,Product_65,Electronics,Supplier C
174,18,Enugu,Female,2020-12-11,581,3,2022-04-18,3,33562,100686,Product_3,Toys,Supplier C
175,18,Enugu,Female,2020-12-11,615,30,2021-12-10,3,17161,51483,Product_30,Electronics,Supplier B
176,18,Enugu,Female,2020-12-11,1103,60,2021-06-11,1,27582,27582,Product_60,Groceries,Supplier D
177,18,Enugu,Female,2020-12-11,1268,61,2021-09-06,4,29741,118964,Product_61,Toys,Supplier D
178,18,Enugu,Female,2020-12-11,1302,10,2023-01-21,2,32466,64932,Product_10,Books,Supplier B
179,18,Enugu,Female,2020-12-11,1353,85,2022-09-12,2,48351,96702,Product_85,Fashion,Supplier C
180,18,Enugu,Female,2020-12-11,1737,97,2022-11-27,2,13357,26714,Product_97,Toys,Supplier D
181,18,Enugu,Female,2020-12-11,1874,87,2021-01-13,3,32847,98541,Product_87,Toys,Supplier C
182,18,Enugu,Female,2020-12-11,2832,41,2023-09-27,4,11883,47532,Product_41,Groceries,Supplier D
183,18,Enugu,Female,2020-12-11,3180,16,2023-08-20,4,5945,23780,Product_16,Groceries,Supplier A
184,18,Enugu,Female,2020-12-11,4129,45,2021-11-26,3,38067,114201,Product_45,Toys,Supplier A
185,19,Abuja,Male,2022-12-05,154,32,2023-06-24,2,7559,15118,Product_32,Toys,Supplier A
186,19,Abuja,Male,2022-12-05,968,85,2022-08-27,3,48351,145053,Product_85,Fashion,Supplier C
187,19,Abuja,Male,2022-12-05,1115,100,2022-05-09,3,11925,35775,Product_100,Home,Supplier A
188,19,Abuja,Male,2022-12-05,1186,60,2023-08-08,3,27582,82746,Product_60,Groceries,Supplier D
189,19,Abuja,Male,2022-12-05,1648,27,2022-07-03,2,26321,52642,Product_27,Toys,Supplier A
190,19,Abuja,Male,2022-12-05,1742,2,2022-08-22,4,26623,106492,Product_2,Groceries,Supplier D
191,19,Abuja,Male,2022-12-05,1796,60,2022-04-19,4,27582,110328,Product_60,Groceries,Supplier D
192,19,Abuja,Male,2022-12-05,3187,93,2022-01-21,1,34950,34950,Product_93,Groceries,Supplier B
193,19,Abuja,Male,2022-12-05,3855,99,2023-04-12,4,20482,81928,Product_99,Fashion,Supplier B
194,19,Abuja,Male,2022-12-05,4089,78,2023-11-26,2,23911,47822,Product_78,Books,Supplier D
195,19,Abuja,Male,2022-12-05,4746,74,2021-06-05,2,42346,84692,Product_74,Toys,Supplier D
196,19,Abuja,Male,2022-12-05,4824,30,2023-10-30,2,17161,34322,Product_30,Electronics,Supplier B
197,20,Ibadan,Female,2021-06-29,665,2,2022-06-25,1,26623,26623,Product_2,Groceries,Supplier D
198,20,Ibadan,Female,2021-06-29,1230,32,2021-07-10,3,7559,22677,Product_32,Toys,Supplier A
199,20,Ibadan,Female,2021-06-29,2100,19,2023-11-12,3,44986,134958,Product_19,Electronics,Supplier C
200,20,Ibadan,Female,2021-06-29,2646,78,2023-08-02,2,23911,47822,Product_78,Books,Supplier D
201,20,Ibadan,Female,2021-06-29,3049,69,2023-05-04,1,24150,24150,Product_69,Fashion,Supplier C
202,20,Ibadan,Female,2021-06-29,3851,64,2021-07-04,4,12245,48980,Product_64,Fashion,Supplier C
203,20,Ibadan,Female,2021-06-29,4488,66,2022-04-28,2,13525,27050,Product_66,Fashion,Supplier D
204,20,Ibadan,Female,2021-06-29,4649,28,2021-08-04,2,27160,54320,Product_28,Groceries,Supplier D
205,20,Ibadan,Female,2021-06-29,4807,90,2022-11-22,4,16835,67340,Product_90,Home,Supplier D
206,20,Ibadan,Female,2021-06-29,4980,98,2022-06-17,1,45423,45423,Product_98,Groceries,Supplier B
207,21,Port Harcourt,Male,2022-03-04,118,8,2021-09-10,1,1636,1636,Product_8,Books,Supplier C
208,21,Port Harcourt,Male,2022-03-04,199,66,2021-12-22,4,13525,54100,Product_66,Fashion,Supplier D
209,21,Port Harcourt,Male,2022-03-04,394,65,2022-10-30,4,26529,106116,Product_65,Electronics,Supplier C
210,21,Port Harcourt,Male,2022-03-04,1721,87,2023-03-13,3,32847,98541,Product_87,Toys,Supplier C
211,21,Port Harcourt,Male,2022-03-04,2220,47,2021-03-22,2,21695,43390,Product_47,Home,Supplier B
212,21,Port Harcourt,Male,2022-03-04,2321,57,2021-08-24,1,32098,32098,Product_57,Toys,Supplier B
213,21,Port Harcourt,Male,2022-03-04,2542,20,2022-09-04,2,29757,59514,Product_20,Home,Supplier B
214,21,Port Harcourt,Male,2022-03-04,3042,71,2021-03-17,2,32732,65464,Product_71,Toys,Supplier A
215,21,Port Harcourt,Male,2022-03-04,3219,92,2023-05-22,4,49401,197604,Product_92,Groceries,Supplier A
216,21,Port Harcourt,Male,2022-03-04,3365,96,2023-09-13,3,7924,23772,Product_96,Books,Supplier B
217,22,Lagos,Male,2020-09-05,531,36,2021-11-08,4,47795,191180,Product_36,Books,Supplier D
218,22,Lagos,Male,2020-09-05,688,38,2021-08-25,4,8573,34292,Product_38,Home,Supplier A
219,22,Lagos,Male,2020-09-05,2044,35,2022-01-25,4,7991,31964,Product_35,Electronics,Supplier A
220,22,Lagos,Male,2020-09-05,2522,20,2021-07-26,4,29757,119028,Product_20,Home,Supplier B
221,22,Lagos,Male,2020-09-05,2540,58,2022-11-19,2,47682,95364,Product_58,Groceries,Supplier D
222,22,Lagos,Male,2020-09-05,2823,29,2022-08-29,2,5584,11168,Product_29,Electronics,Supplier B
223,22,Lagos,Male,2020-09-05,3574,42,2021-10-14,2,49646,99292,Product_42,Groceries,Supplier A
224,22,Lagos,Male,2020-09-05,3741,69,2022-12-29,3,24150,72450,Product_69,Fashion,Supplier C
225,22,Lagos,Male,2020-09-05,4260,76,2021-07-12,1,10896,10896,Product_76,Electronics,Supplier C
226,22,Lagos,Male,2020-09-05,4437,54,2023-06-23,3,22010,66030,Product_54,Home,Supplier A
227,23,Ibadan,Female,2020-02-16,752,93,2021-03-25,2,34950,69900,Product_93,Groceries,Supplier B
228,23,Ibadan,Female,2020-02-16,792,52,2023-09-13,2,35696,71392,Product_52,Books,Supplier D
229,23,Ibadan,Female,2020-02-16,1132,33,2022-08-18,2,18771,37542,Product_33,Electronics,Supplier D
230,23,Ibadan,Female,2020-02-16,3790,82,2023-03-13,3,12222,36666,Product_82,Home,Supplier A
231,23,Ibadan,Female,2020-02-16,3946,55,2022-03-07,4,44564,178256,Product_55,Books,Supplier A
232,23,Ibadan,Female,2020-02-16,4052,38,2021-07-11,4,8573,34292,Product_38,Home,Supplier A
233,23,Ibadan,Female,2020-02-16,4250,18,2022-05-15,4,48017,192068,Product_18,Toys,Supplier C
234,23,Ibadan,Female,2020-02-16,4616,60,2021-03-20,3,27582,82746,Product_60,Groceries,Supplier D
235,23,Ibadan,Female,2020-02-16,4752,52,2023-03-15,3,35696,107088,Product_52,Books,Supplier D
236,24,Abuja,Female,2020-08-01,465,35,2021-07-03,1,7991,7991,Product_35,Electronics,Supplier A
237,24,Abuja,Female,2020-08-01,674,26,2022-01-12,4,35650,142600,Product_26,Fashion,Supplier C
238,24,Abuja,Female,2020-08-01,2003,86,2021-09-11,1,28587,28587,Product_86,Fashion,Supplier C
239,24,Abuja,Female,2020-08-01,2417,62,2023-10-24,4,31178,124712,Product_62,Fashion,Supplier D
240,24,Abuja,Female,2020-08-01,2443,99,2022-03-07,1,20482,20482,Product_99,Fashion,Supplier B
241,24,Abuja,Female,2020-08-01,2446,64,2022-01-07,3,12245,36735,Product_64,Fashion,Supplier C
242,24,Abuja,Female,2020-08-01,2938,27,2021-11-25,2,26321,52642,Product_27,Toys,Supplier A
243,24,Abuja,Female,2020-08-01,3274,29,2022-04-13,2,5584,11168,Product_29,Electronics,Supplier B
244,24,Abuja,Female,2020-08-01,3443,25,2022-09-18,3,33839,101517,Product_25,Books,Supplier D
245,24,Abuja,Female,2020-08-01,4028,1,2021-06-06,2,27088,54176,Product_1,Books,Supplier A
246,24,Abuja,Female,2020-08-01,4376,85,2023-04-04,2,48351,96702,Product_85,Fashion,Supplier C
247,25,Enugu,Female,2020-08-26,135,41,2021-11-13,4,11883,47532,Product_41,Groceries,Supplier D
248,25,Enugu,Female,2020-08-26,179,94,2022-01-25,1,32696,32696,Product_94,Electronics,Supplier C
249,25,Enugu,Female,2020-08-26,897,24,2021-11-03,2,1935,3870,Product_24,Fashion,Supplier B
250,25,Enugu,Female,2020-08-26,1015,97,2021-06-21,3,13357,40071,Product_97,Toys,Supplier D
251,25,Enugu,Female,2020-08-26,1285,5,2023-06-21,3,22227,66681,Product_5,Groceries,Supplier D
252,25,Enugu,Female,2020-08-26,1732,82,2023-11-20,1,12222,12222,Product_82,Home,Supplier A
